column1,name,serving_size,calories,total_fat,cholesterol,sodium,protein,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,threonine,valine,saturated_fatty_acids,fatty_acids_total_trans
576,Syrups malt,100 g,318,0g,0,35.00 mg,6.20 g,0.132 g,0.210 g,0.378 g,0.267 g,0.110 g,0.260 g,0.208 g,0.304 g,0.000 g,0.00 mg
577,Oil teaseed,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,21.100 g,0.00 mg
578,Oil sheanut,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,46.600 g,0.00 mg
579,Oil babassu,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,81.200 g,0.00 mg
580,Longans raw,100 g,60,0.1g,0,0.00 mg,1.31 g,0.012 g,0.026 g,0.054 g,0.046 g,0.013 g,0.030 g,0.034 g,0.058 g,0,0.00 mg
581,Loquats raw,100 g,47,0.2g,0,1.00 mg,0.43 g,0.007 g,0.015 g,0.026 g,0.023 g,0.004 g,0.014 g,0.015 g,0.021 g,0.040 g,0.00 mg
582,Epazote raw,100 g,32,0.5g,0,43.00 mg,0.33 g,0,0,0,0,0,0,0,0,0,0.00 mg
583,Pumpkin raw,100 g,26,0.1g,0,1.00 mg,1.00 g,0.016 g,0.031 g,0.046 g,0.054 g,0.011 g,0.032 g,0.029 g,0.035 g,0.052 g,0.00 mg
584,Carrots raw,100 g,41,0.2g,0,69.00 mg,0.93 g,0.040 g,0.077 g,0.102 g,0.101 g,0.020 g,0.061 g,0.191 g,0.069 g,0.037 g,0.00 mg
585,Fish surimi,100 g,99,0.9g,30mg,143.00 mg,15.18 g,0.350 g,0.709 g,1.202 g,1.387 g,0.515 g,0.595 g,0.734 g,0.770 g,0.191 g,30.00 mg
586,Cabbage raw,100 g,25,0.1g,0,18.00 mg,1.28 g,0.022 g,0.030 g,0.041 g,0.044 g,0.012 g,0.032 g,0.035 g,0.042 g,0.034 g,0.00 mg
587,Cardoon raw,100 g,17,0.1g,0,170.00 mg,0.70 g,0,0,0,0,0,0,0,0,0.011 g,0.00 mg
588,Abiyuch raw,100 g,69,0.1g,0,20.00 mg,1.50 g,0,0,0,0,0,0,0,0,0.014 g,0
589,Bread wheat,100 g,267,3.2g,0,508.00 mg,10.72 g,0,0,0,0,0,0,0,0,0.777 g,0.00 mg
590,Cheese edam,100 g,357,28g,89mg,812.00 mg,24.99 g,1.034 g,1.308 g,2.570 g,2.660 g,0.721 g,1.434 g,0.932 g,1.810 g,17.572 g,89.00 mg
591,Cheese feta,100 g,264,21g,89mg,917.00 mg,14.21 g,0.397 g,0.803 g,1.395 g,1.219 g,0.368 g,0.675 g,0.637 g,1.065 g,14.946 g,89.00 mg
592,Pummelo raw,100 g,38,0g,0,1.00 mg,0.76 g,0,0,0,0,0,0,0,0,0,0.00 mg
593,Quinces raw,100 g,57,0.1g,0,4.00 mg,0.40 g,0,0,0,0,0,0,0,0,0.010 g,0.00 mg
594,Cracker meal,100 g,383,1.7g,0,16.00 mg,9.30 g,0.196 g,0.342 g,0.639 g,0.179 g,0.162 g,0.456 g,0.247 g,0.388 g,0.271 g,0.00 mg
595,Roselle raw,100 g,49,0.6g,0,6.00 mg,0.96 g,0,0,0,0,0,0,0,0,0,0.00 mg
596,Soursop raw,100 g,66,0.3g,0,14.00 mg,1.00 g,0,0,0,0.060 g,0.007 g,0,0,0,0.051 g,0.00 mg
597,Oil coconut,100 g,892,99g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,82.475 g,0.00 mg
598,Wheat durum,100 g,339,2.5g,0,2.00 mg,13.68 g,0.322 g,0.533 g,0.934 g,0.303 g,0.221 g,0.681 g,0.366 g,0.594 g,0.454 g,0.00 mg
599,KFC biscuit,100 g,358,17g,1mg,1070.00 mg,7.50 g,0.174 g,0.308 g,0.595 g,0.256 g,0.113 g,0.400 g,0.256 g,0.359 g,11.916 g,1.00 mg
600,Millet flour,100 g,382,4.3g,0,4.00 mg,10.75 g,0.257 g,0.473 g,1.537 g,0.144 g,0.319 g,0.675 g,0.354 g,0.584 g,0.536 g,0
601,Arugula raw,100 g,25,0.7g,0,27.00 mg,2.58 g,0,0,0,0,0,0,0,0,0.086 g,0.00 mg
602,Potato flour,100 g,357,0.3g,0,55.00 mg,6.90 g,0.166 g,0.299 g,0.425 g,0.413 g,0.107 g,0.316 g,0.280 g,0.356 g,0.090 g,0.00 mg
603,Litchis raw,100 g,66,0.4g,0,1.00 mg,0.83 g,0,0,0,0.041 g,0.009 g,0,0,0,0.099 g,0.00 mg
604,Teff cooked,100 g,101,0.7g,0,8.00 mg,3.87 g,0.088 g,0.146 g,0.311 g,0.109 g,0.125 g,0.203 g,0.149 g,0.200 g,0,0.00 mg
605,Spinach raw,100 g,23,0.4g,0,79.00 mg,2.86 g,0.064 g,0.147 g,0.223 g,0.174 g,0.053 g,0.129 g,0.122 g,0.161 g,0.063 g,0.00 mg
606,Oil mustard,100 g,884,100g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,11.582 g,0
607,Oil avocado,100 g,884,100g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,11.560 g,0
608,Phyllo dough,100 g,299,6g,0,483.00 mg,7.10 g,0.159 g,0.246 g,0.490 g,0.158 g,0.126 g,0.359 g,0.194 g,0.286 g,1.470 g,0.00 mg
609,Lentils raw,100 g,352,1.1g,0,6.00 mg,24.63 g,0.693 g,1.065 g,1.786 g,1.720 g,0.210 g,1.215 g,0.882 g,1.223 g,0.154 g,0.00 mg
610,Fat chicken,100 g,900,100g,85mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,29.800 g,85.00 mg
611,Cassava raw,100 g,160,0.3g,0,14.00 mg,1.36 g,0.020 g,0.027 g,0.039 g,0.044 g,0.011 g,0.026 g,0.028 g,0.035 g,0.074 g,0.00 mg
612,Turnips raw,100 g,28,0.1g,0,67.00 mg,0.90 g,0.014 g,0.036 g,0.033 g,0.036 g,0.011 g,0.017 g,0.025 g,0.030 g,0.011 g,0.00 mg
613,Bananas raw,100 g,89,0.3g,0,1.00 mg,1.09 g,0.077 g,0.028 g,0.068 g,0.050 g,0.008 g,0.049 g,0.028 g,0.047 g,0.112 g,0.00 mg
614,Papayas raw,100 g,43,0.3g,0,8.00 mg,0.47 g,0.005 g,0.008 g,0.016 g,0.025 g,0.002 g,0.009 g,0.011 g,0.010 g,0.081 g,0.00 mg
615,Fruit syrup,100 g,341,0g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.001 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 mg
616,Chives raw,100 g,30,0.7g,0,3.00 mg,3.27 g,0.057 g,0.139 g,0.195 g,0.163 g,0.036 g,0.105 g,0.128 g,0.145 g,0.146 g,0.00 mg
617,Carob flour,100 g,222,0.7g,0,35.00 mg,4.62 g,0.122 g,0.209 g,0.442 g,0.196 g,0.081 g,0.151 g,0.271 g,0.446 g,0.090 g,0.00 mg
618,Prune puree,100 g,257,0.2g,0,23.00 mg,2.10 g,0,0,0,0,0,0,0,0,0.016 g,0.00 mg
619,Salt table,100 g,0,0g,0,38758.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 mg
620,Chewing gum,100 g,360,0.3g,0,1.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.042 g,0.00 mg
621,Fat turkey,100 g,900,100g,102mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,29.400 g,102.00 mg
622,Tofu fried,100 g,270,20g,0,16.00 mg,18.82 g,0.499 g,0.852 g,1.306 g,1.131 g,0.220 g,0.837 g,0.701 g,0.867 g,2.918 g,0.00 mg
623,Borage raw,100 g,21,0.7g,0,80.00 mg,1.80 g,0,0,0,0,0,0,0,0,0.170 g,0.00 mg
624,Mangos raw,100 g,60,0.4g,0,1.00 mg,0.82 g,0.019 g,0.029 g,0.050 g,0.066 g,0.008 g,0.027 g,0.031 g,0.042 g,0.092 g,0.00 mg
625,Garlic raw,100 g,149,0.5g,0,17.00 mg,6.36 g,0.113 g,0.217 g,0.308 g,0.273 g,0.076 g,0.183 g,0.157 g,0.291 g,0.089 g,0.00 mg
626,Endive raw,100 g,17,0.2g,0,22.00 mg,1.25 g,0.023 g,0.072 g,0.098 g,0.063 g,0.014 g,0.053 g,0.050 g,0.063 g,0.048 g,0.00 mg
627,Tofu yogurt,100 g,94,1.8g,0,35.00 mg,3.50 g,0,0,0,0,0,0,0,0,0.259 g,0.00 mg
628,Celery raw,100 g,16,0.2g,0,80.00 mg,0.69 g,0.012 g,0.021 g,0.032 g,0.027 g,0.005 g,0.020 g,0.020 g,0.027 g,0.042 g,0.00 mg
629,Bagels egg,100 g,278,2.1g,24mg,505.00 mg,10.60 g,0.231 g,0.411 g,0.748 g,0.261 g,0.190 g,0.523 g,0.306 g,0.461 g,0.421 g,24.00 mg
630,Bulgur dry,100 g,342,1.3g,0,17.00 mg,12.29 g,0.285 g,0.455 g,0.830 g,0.339 g,0.190 g,0.580 g,0.354 g,0.554 g,0.232 g,0.00 mg
631,Feijoa raw,100 g,61,0.4g,0,3.00 mg,0.71 g,0.009 g,0.019 g,0.028 g,0.038 g,0.007 g,0.019 g,0.019 g,0.019 g,0.104 g,0.00 mg
632,Millet raw,100 g,378,4.2g,0,5.00 mg,11.02 g,0.236 g,0.465 g,1.400 g,0.212 g,0.221 g,0.580 g,0.353 g,0.578 g,0.723 g,0.00 mg
633,Ham minced,100 g,263,21g,70mg,1245.00 mg,16.28 g,0.604 g,0.700 g,1.258 g,1.364 g,0.456 g,0.641 g,0.734 g,0.747 g,7.181 g,70.00 mg
634,Oil almond,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,8.200 g,0.00 mg
635,Oil walnut,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,9.100 g,0.00 mg
636,Jujube raw,100 g,79,0.2g,0,3.00 mg,1.20 g,0,0,0,0,0,0,0,0,0,0.00 mg
637,Oil canola,100 g,884,100g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,7.365 g,0.00 mg
638,Syrup Cane,100 g,269,0g,0,58.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
639,Onions raw,100 g,40,0.1g,0,4.00 mg,1.10 g,0.014 g,0.014 g,0.025 g,0.039 g,0.002 g,0.025 g,0.021 g,0.021 g,0.042 g,0.00 mg
640,Clif Z bar,100 g,409,9.7g,0,375.00 mg,5.55 g,0.131 g,0.216 g,0.432 g,0.242 g,0.107 g,0.287 g,0.164 g,0.307 g,2.721 g,0.00 mg
641,Fish broth,100 g,16,0.6g,0,318.00 mg,2.00 g,0,0,0,0,0,0,0,0,0.133 g,0.00 mg
642,Fat goose,100 g,900,100g,100mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,27.700 g,100.00 mg
643,Bread rye,100 g,259,3.3g,0,603.00 mg,8.50 g,0.182 g,0.319 g,0.579 g,0.233 g,0.139 g,0.411 g,0.255 g,0.379 g,0.626 g,0.00 mg
644,Eppaw raw,100 g,150,1.8g,0,12.00 mg,4.60 g,0,0,0,0,0,0,0,0,0,0.00 mg
645,Limes raw,100 g,30,0.2g,0,2.00 mg,0.70 g,0,0,0,0.014 g,0.002 g,0,0,0,0.022 g,0.00 mg
646,Pie peach,100 g,224,10g,0,217.00 mg,1.90 g,0.037 g,0.067 g,0.122 g,0.064 g,0.035 g,0.081 g,0.057 g,0.086 g,1.508 g,0.00 mg
647,Pears raw,100 g,57,0.1g,0,1.00 mg,0.36 g,0.002 g,0.011 g,0.019 g,0.017 g,0.002 g,0.011 g,0.011 g,0.017 g,0.022 g,0.00 mg
648,Plums raw,100 g,46,0.3g,0,0.00 mg,0.70 g,0.009 g,0.014 g,0.015 g,0.016 g,0.008 g,0.014 g,0.010 g,0.016 g,0.017 g,0.00 mg
649,Rowal raw,100 g,111,2g,0,4.00 mg,2.30 g,0,0,0,0,0,0,0,0,0.245 g,0
650,Beets raw,100 g,43,0.2g,0,78.00 mg,1.61 g,0.021 g,0.048 g,0.068 g,0.058 g,0.018 g,0.046 g,0.047 g,0.056 g,0.027 g,0.00 mg
651,Bread egg,100 g,287,6g,51mg,380.00 mg,9.50 g,0.210 g,0.394 g,0.692 g,0.311 g,0.189 g,0.475 g,0.306 g,0.443 g,1.593 g,51.00 mg
652,Buckwheat,100 g,343,3.4g,0,1.00 mg,13.25 g,0.309 g,0.498 g,0.832 g,0.672 g,0.172 g,0.520 g,0.506 g,0.678 g,0.741 g,0.00 mg
653,Oil palm,100 g,884,100g,0,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,49.300 g,0.00 mg
654,Fat duck,100 g,882,100g,100mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,33.200 g,100.00 mg
655,Triticale,100 g,336,2.1g,0,5.00 mg,13.05 g,0.311 g,0.479 g,0.911 g,0.365 g,0.204 g,0.638 g,0.405 g,0.609 g,0.366 g,0.00 mg
656,Rye grain,100 g,338,1.6g,0,2.00 mg,10.34 g,0.189 g,0.208 g,0.563 g,0.286 g,0.153 g,0.435 g,0.289 g,0.317 g,0.197 g,0.00 mg
657,Dock raw,100 g,22,0.7g,0,4.00 mg,2.00 g,0.054 g,0.102 g,0.167 g,0.115 g,0.035 g,0.114 g,0.094 g,0.133 g,0,0.00 mg
658,Kale raw,100 g,49,0.9g,0,38.00 mg,4.28 g,0,0,0,0,0,0,0,0,0.091 g,0.00 mg
659,Okra raw,100 g,33,0.2g,0,7.00 mg,1.93 g,0.031 g,0.069 g,0.105 g,0.081 g,0.021 g,0.065 g,0.065 g,0.091 g,0.026 g,0.00 mg
660,Taro raw,100 g,112,0.2g,0,11.00 mg,1.50 g,0.034 g,0.054 g,0.111 g,0.067 g,0.020 g,0.082 g,0.069 g,0.082 g,0.041 g,0.00 mg
661,Figs raw,100 g,74,0.3g,0,1.00 mg,0.75 g,0.011 g,0.023 g,0.033 g,0.030 g,0.006 g,0.018 g,0.024 g,0.028 g,0.060 g,0.00 mg
662,Goat raw,100 g,109,2.3g,57mg,82.00 mg,20.60 g,0.429 g,1.042 g,1.716 g,1.532 g,0.552 g,0.715 g,0.981 g,1.103 g,0.710 g,57.00 mg
663,Molasses,100 g,290,0.1g,0,37.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.018 g,0.00 mg
664,Zwieback,100 g,426,9.7g,8mg,227.00 mg,10.10 g,0,0,0,0,0,0,0,0,2.525 g,8.00 mg
665,Yam raw,100 g,118,0.2g,0,9.00 mg,1.53 g,0.034 g,0.052 g,0.096 g,0.059 g,0.021 g,0.071 g,0.054 g,0.062 g,0.037 g,0.00 mg
666,Oil oat,100 g,884,100g,0,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,19.620 g,0.00 mg
667,Jellies,100 g,266,0g,0,30.00 mg,0.15 g,0,0,0,0,0,0,0,0,0.005 g,0.00 mg
668,Eggnog,100 g,88,4.2g,59mg,54.00 mg,4.55 g,0.108 g,0.237 g,0.383 g,0.257 g,0.120 g,0.225 g,0.201 g,0.289 g,2.591 g,59.00 mg
669,Catsup,100 g,101,0.1g,0,907.00 mg,1.04 g,0.013 g,0.014 g,0.021 g,0.023 g,0.005 g,0.021 g,0.019 g,0.014 g,0.014 g,0.00 mg
670,Tempeh,100 g,192,11g,0,9.00 mg,20.29 g,0.466 g,0.880 g,1.430 g,0.908 g,0.175 g,0.893 g,0.796 g,0.920 g,2.539 g,0.00 mg
671,Wasabi,100 g,292,11g,0,3390.00 mg,2.23 g,0,0,0,0,0,0,0,0,2.031 g,0.00 mg
672,Honey,100 g,304,0g,0,4.00 mg,0.30 g,0.001 g,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.004 g,0.009 g,0.000 g,0.00 mg
673,Natto,100 g,211,11g,0,7.00 mg,19.40 g,0.512 g,0.931 g,1.509 g,1.145 g,0.208 g,0.941 g,0.813 g,1.018 g,1.591 g,0.00 mg
674,Okara,100 g,76,1.7g,0,9.00 mg,3.52 g,0.093 g,0.159 g,0.244 g,0.212 g,0.041 g,0.157 g,0.131 g,0.162 g,0.193 g,0.00 mg
675,Papad,100 g,371,3.3g,4mg,1745.00 mg,25.56 g,0.715 g,1.303 g,2.115 g,1.695 g,0.372 g,1.491 g,0.886 g,1.434 g,1.084 g,4.00 mg
676,Lard,100 g,902,100g,95mg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,39.200 g,95.00 mg
677,Oats,100 g,389,6.9g,0,2.00 mg,16.89 g,0.405 g,0.694 g,1.284 g,0.701 g,0.312 g,0.895 g,0.575 g,0.937 g,1.217 g,0.00 mg
678,Miso,100 g,198,6g,0,3728.00 mg,12.79 g,0.243 g,0.508 g,0.820 g,0.478 g,0.129 g,0.486 g,0.479 g,0.547 g,1.025 g,0.00 mg
679,Poi,100 g,112,0.1g,0,12.00 mg,0.38 g,0,0,0,0,0,0,0,0,0.029 g,0.00 mg
680,Spices dried oregano,100 g,265,4.3g,0,25.00 mg,9.00 g,0.144 g,0.441 g,0.780 g,0.500 g,0.127 g,0.449 g,0.322 g,0.585 g,1.551 g,0.00 mg
681,Winged bean leaves raw,100 g,74,1.1g,0,9.00 mg,5.85 g,0.082 g,0.204 g,0.359 g,0.228 g,0.064 g,0.188 g,0.182 g,0.245 g,0.272 g,0.00 mg
682,Corn raw white sweet,100 g,86,1.2g,0,15.00 mg,3.22 g,0.089 g,0.129 g,0.348 g,0.137 g,0.067 g,0.150 g,0.129 g,0.185 g,0.182 g,0.00 mg
683,Wheat flour whole-grain,100 g,340,2.5g,0,2.00 mg,13.21 g,0.357 g,0.443 g,0.898 g,0.359 g,0.228 g,0.682 g,0.367 g,0.564 g,0.430 g,0.00 mg
684,CRACKER BARREL coleslaw,100 g,175,13g,11mg,110.00 mg,0.89 g,0.020 g,0.030 g,0.040 g,0.060 g,0.010 g,0.030 g,0.020 g,0.040 g,2.039 g,11.00 mg
685,Fish raw king mackerel,100 g,105,2g,53mg,158.00 mg,20.28 g,0.597 g,0.935 g,1.648 g,1.863 g,0.600 g,0.792 g,0.889 g,1.045 g,0.363 g,53.00 mg
686,Cookies chocolate wafers,100 g,433,14g,2mg,580.00 mg,6.60 g,0.128 g,0.261 g,0.447 g,0.281 g,0.105 g,0.308 g,0.220 g,0.323 g,4.241 g,2.00 mg
687,Mushrooms raw portabella,100 g,22,0.4g,0,9.00 mg,2.11 g,0.058 g,0.082 g,0.130 g,0.122 g,0.029 g,0.076 g,0.101 g,0.076 g,0.060 g,0.00 mg
688,Fish raw striped mullet,100 g,117,3.8g,49mg,65.00 mg,19.35 g,0.570 g,0.892 g,1.573 g,1.777 g,0.573 g,0.755 g,0.848 g,0.997 g,1.116 g,49.00 mg
689,Egg poached cooked whole,100 g,143,9.5g,370mg,297.00 mg,12.51 g,0.308 g,0.669 g,1.082 g,0.909 g,0.378 g,0.677 g,0.553 g,0.855 g,3.113 g,370.00 mg
690,Noodles chow mein chinese,100 g,475,15g,0,1174.00 mg,8.11 g,0,0,0,0,0,0,0,0,2.229 g,0.00 mg
691,Oil cold pressed flaxseed,100 g,884,100g,0,0.00 mg,0.11 g,0,0,0,0,0,0,0,0,8.976 g,0.00 mg
692,Triticale flour whole-grain,100 g,338,1.8g,0,2.00 mg,13.18 g,0.314 g,0.484 g,0.920 g,0.369 g,0.206 g,0.644 g,0.409 g,0.615 g,0.318 g,0.00 mg
693,Cheese queso anejo mexican,100 g,373,30g,105mg,1131.00 mg,21.44 g,0.679 g,1.054 g,2.017 g,1.452 g,0.541 g,1.119 g,0.731 g,1.338 g,19.033 g,105.00 mg
694,Smelt dried (Alaska Native),100 g,386,18g,249mg,420.00 mg,56.19 g,1.010 g,2.150 g,3.820 g,3.690 g,1.240 g,2.010 g,2.390 g,2.660 g,3.590 g,249.00 mg
695,Lamb broiled cooked ground,100 g,283,20g,97mg,81.00 mg,24.75 g,0.784 g,1.194 g,1.925 g,2.186 g,0.635 g,1.008 g,1.059 g,1.335 g,8.120 g,97.00 mg
696,Tofu dried-frozen (koyadofu),100 g,477,30g,0,6.00 mg,52.47 g,1.394 g,2.376 g,3.644 g,3.157 g,0.613 g,2.334 g,1.956 g,2.418 g,4.388 g,0.00 mg
697,Poultry salad sandwich spread,100 g,200,14g,30mg,653.00 mg,11.64 g,0.347 g,0.584 g,0.880 g,1.010 g,0.320 g,0.455 g,0.497 g,0.589 g,3.450 g,30.00 mg
698,Salami beef and pork cooked,100 g,336,26g,89mg,1740.00 mg,21.85 g,0.359 g,0.675 g,0.929 g,1.107 g,0.301 g,0.481 g,0.521 g,0.668 g,9.316 g,89.00 mg
699,Rice flour unenriched white,100 g,366,1.4g,0,0.00 mg,5.95 g,0.149 g,0.244 g,0.488 g,0.207 g,0.144 g,0.317 g,0.210 g,0.348 g,0.386 g,0.00 mg
700,Yogurt nonfat fruit variety,100 g,95,0.2g,2mg,58.00 mg,4.40 g,0.122 g,0.269 g,0.496 g,0.439 g,0.145 g,0.270 g,0.202 g,0.407 g,0.119 g,2.00 mg
701,Babyfood vegetable crackers,100 g,477,20g,0,571.00 mg,8.40 g,0,0,0,0,0,0,0,0,1.966 g,0.00 mg
702,Babyfood fruit baby cookie,100 g,435,13g,4mg,9.00 mg,6.80 g,0,0,0,0,0,0,0,0,2.700 g,4.00 mg
703,Chicken raw giblets capons,100 g,130,5.2g,292mg,77.00 mg,18.28 g,0.437 g,0.927 g,1.496 g,1.346 g,0.452 g,0.841 g,0.826 g,1.007 g,1.640 g,292.00 mg
704,Fish raw mixed species roe,100 g,143,6.4g,374mg,91.00 mg,22.32 g,0.607 g,1.142 g,1.956 g,1.699 g,0.553 g,1.092 g,1.017 g,1.307 g,1.456 g,374.00 mg
705,Fish smoked chinook salmon,100 g,117,4.3g,23mg,672.00 mg,18.28 g,0.538 g,0.842 g,1.486 g,1.679 g,0.541 g,0.714 g,0.801 g,0.942 g,0.929 g,23.00 mg
706,HOUSE FOODS Premium Firm Tofu,100 g,85,4.2g,0,33.00 mg,10.92 g,0,0,0,0,0,0,0,0,0.710 g,0.00 mg
707,Crackers whole grain cheese,100 g,412,16g,16mg,802.00 mg,9.62 g,0,0,0,0,0,0,0,0,3.206 g,16.00 mg
708,Seeds high-fat sesame flour,100 g,526,37g,0,41.00 mg,30.78 g,0.906 g,1.324 g,2.358 g,0.987 g,1.016 g,1.632 g,1.278 g,1.719 g,5.196 g,0.00 mg
709,Peppers canned green chili,100 g,21,0.3g,0,397.00 mg,0.72 g,0.014 g,0.023 g,0.038 g,0.032 g,0.009 g,0.022 g,0.026 g,0.030 g,0.028 g,0.00 mg
710,Egg raw fresh whole quail,100 g,158,11g,844mg,141.00 mg,13.05 g,0.315 g,0.816 g,1.146 g,0.881 g,0.421 g,0.737 g,0.641 g,0.940 g,3.557 g,844.00 mg
711,Pumpkin without salt canned,100 g,34,0.3g,0,5.00 mg,1.10 g,0.017 g,0.034 g,0.051 g,0.060 g,0.012 g,0.035 g,0.032 g,0.038 g,0.146 g,0.00 mg
712,Dove cooked (includes squab),100 g,213,13g,116mg,57.00 mg,23.90 g,0,0,0,0,0,0,0,0,3.739 g,116.00 mg
713,Beverages orange carbonated,100 g,48,0g,0,12.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 mg
714,Kefir LIFEWAY plain lowfat,100 g,41,0.9g,5mg,40.00 mg,3.79 g,0,0,0,0,0,0,0,0,0.658 g,5.00 mg
715,Candies ALMOND JOY Candy Bar,100 g,479,27g,4mg,142.00 mg,4.13 g,0,0,0,0,0,0,0,0,17.590 g,4.00 mg
716,Cheese substitute mozzarella,100 g,248,12g,0,685.00 mg,11.47 g,0.286 g,0.570 g,0.924 g,0.793 g,0.282 g,0.525 g,0.397 g,0.680 g,3.711 g,0.00 mg
717,Crustaceans raw queen crab,100 g,90,1.2g,55mg,539.00 mg,18.50 g,0.376 g,0.897 g,1.468 g,1.610 g,0.521 g,0.781 g,0.749 g,0.870 g,0.143 g,55.00 mg
718,Wheat cooked KAMUT khorasan,100 g,132,0.8g,0,8.00 mg,5.71 g,0.147 g,0.220 g,0.432 g,0.161 g,0.097 g,0.300 g,0.172 g,0.267 g,0.077 g,0.00 mg
719,Sauce ready-to-serve hoisin,100 g,220,3.4g,3mg,1615.00 mg,3.31 g,0,0,0,0,0,0,0,0,0.568 g,3.00 mg
720,Sauce ready-to-serve oyster,100 g,51,0.3g,0,2733.00 mg,1.35 g,0,0,0,0,0,0,0,0,0.043 g,0.00 mg
721,Noodles dry somen japanese,100 g,356,0.8g,0,1840.00 mg,11.35 g,0.230 g,0.439 g,0.776 g,0.218 g,0.177 g,0.551 g,0.300 g,0.484 g,0.115 g,0.00 mg
722,Crackers reduced fat cheese,100 g,418,12g,0,1167.00 mg,10.00 g,0.201 g,0.320 g,0.610 g,0.245 g,0.158 g,0.432 g,0.243 g,0.367 g,3.333 g,0.00 mg
723,Cookies reduced fat oatmeal,100 g,365,10g,20mg,562.00 mg,4.02 g,0,0,0,0,0,0,0,0,4.090 g,20.00 mg
724,Cranberries sweetened dried,100 g,308,1.1g,0,5.00 mg,0.17 g,0,0,0,0,0,0,0,0,0.088 g,0.00 mg
725,Cheese queso cotija mexican,100 g,366,30g,100mg,1400.00 mg,20.00 g,0,0,0,0,0,0,0,0,17.500 g,100.00 mg
726,Rolls hard (includes kaiser),100 g,293,4.3g,0,544.00 mg,9.90 g,0.214 g,0.383 g,0.693 g,0.242 g,0.176 g,0.489 g,0.285 g,0.432 g,0.606 g,0.00 mg
727,Ostrich cooked inside strip,100 g,164,4.3g,97mg,73.00 mg,29.37 g,0.738 g,1.395 g,2.386 g,2.593 g,0.821 g,1.212 g,1.288 g,1.450 g,1.710 g,97.00 mg
728,SILK Light Chocolate soymilk,100 g,49,0.6g,0,41.00 mg,2.06 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
729,Candies sugar-coated almonds,100 g,474,18g,0,13.00 mg,10.00 g,0,0,0,0,0,0,0,0,1.948 g,0.00 mg
730,KELLOGG'S Corn Flakes Crumbs,100 g,367,0.4g,0,638.00 mg,7.50 g,0,0,0,0,0,0,0,0,0.100 g,0.00 mg
731,Cheese queso seco dry white,100 g,325,24g,78mg,1808.00 mg,24.51 g,0,0,0,0,0,0,0,0,13.718 g,78.00 mg
732,Fish raw wild coho salmon,100 g,146,5.9g,45mg,46.00 mg,21.62 g,0.636 g,0.996 g,1.757 g,1.985 g,0.640 g,0.844 g,0.948 g,1.114 g,1.260 g,45.00 mg
733,Beets drained solids canned,100 g,31,0.1g,0,194.00 mg,0.91 g,0.012 g,0.027 g,0.039 g,0.033 g,0.010 g,0.026 g,0.027 g,0.032 g,0.022 g,0.00 mg
